OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,FIRE_NAME,INC_NUM,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,OBJECTIVE,GIS_ACRES,COMMENTS,COMPLEX_NAME,IRWINID,FIRE_NUM,COMPLEX_ID,DECADES,Shape__Area,Shape__Length
3481,2015,CA,NPS,SMP,GRAND VIEW,483,2015/04/27 00:00:00+00,2015/04/27 00:00:00+00,10,6,1,0.09397247,Vehicle fire into brush,,{E5E27479-F7ED-4CCC-87D9-04EA12DD06D6},483,,2010,558.23013,83.75515925
3482,2015,CA,NPS,SMP,WENDY,735,2015/07/04 00:00:00+00,2015/07/04 00:00:00+00,8,6,1,0.09396258,Cause fireworks. perim is 0.1ac circle,,{D79CBB56-6A9C-4F2C-8C52-F01FB503F6BC},735,,2010,559.067292,83.81793835
3483,2015,CA,NPS,SMP,TOPANGA CYN,379,2015/04/06 00:00:00+00,2015/04/06 00:00:00+00,10,6,1,0.1522151,Derrek reported,,{D7083128-BA01-4221-9BA5-74044FBA1089},379,,2010,903.8537141,106.5746722
3484,2015,CA,NPS,SMP,POTRERO 2,1252,2015/11/07 00:00:00+00,2015/11/08 00:00:00+00,14,6,1,43.49679,mild Santa Ana winds,,,1252,,2010,257723.4648,2180.064329
3485,2015,CA,NPS,SMP,MALIBU,679,2015/06/21 00:00:00+00,2015/06/21 00:00:00+00,14,6,1,5.392848,2013 Tesla 500ft downslope off Rd burned. Fire back upslope to roadside,,{6F99DE76-BBB9-4122-A202-2B39EBB2DD8C},679,,2010,31881.03906,710.4734079
3486,2015,CA,NPS,SMP,COUNTRY CLUB,728,2015/07/03 00:00:00+00,2015/07/03 00:00:00+00,14,6,1,0.0939775,"Cause undet, maybe mower?",,{5460033E-4B9E-4820-ABD8-8FE9DBF6234F},728,,2010,558.939095,83.80832786
3487,2015,CA,NPS,SMP,RAMBLA,1102,2015/09/19 00:00:00+00,2015/09/19 00:00:00+00,14,6,1,0.4853519,"Undet roadside start presumed human, burned uphill to houses.",,{D08733C9-7229-4CC7-BFD3-ABE26B028873},1102,,2010,2881.389095,190.2855834
3488,2015,CA,NPS,SMP,MUREAU,1138,2015/10/03 00:00:00+00,2015/10/03 00:00:00+00,1,6,1,0.4854267,"Undetermined roadside start, presumed human",,{9FF096F2-0EC5-4B72-A2A3-B01734B5DE92},1138,,2010,2888.057789,190.5056549
3489,2015,CA,NPS,SMP,ROADRUNNER,,,,14,6,1,0.02317176,"Red flag day, Santa Ana winds",,,,,2010,137.4414063,46.98329616
3490,2015,CA,NPS,SMP,DEERVALE,,,,14,6,1,0.6028686,"Moderate weather, fire slow moving, easily contained",,,,,2010,3570.238281,255.1030031
3491,2015,CA,NPS,SMP,TOPANGA,,,,11,6,1,0.2516483,Down powerline wire caused. Perim is 0.25ac circle. Size probably overestimated.,,,,,2010,1496.210481,137.1201496
3492,2015,CA,NPS,SMP,OAKMONT,,,,14,6,1,0.2516389,"Cause undet, presumed human behind house. Huge suppression response",,,,,2010,1494.488234,137.0412092
3493,2015,CA,,,TOPANGA CYN,,2015/04/06 00:00:00+00,2015/04/06 00:00:00+00,14,,,0.1522149,Derrek reported,,,,,2010,903.8528911,106.5746237
3494,2015,CA,,,TUNA,,2015/03/13 00:00:00+00,2015/03/13 00:00:00+00,14,,,1.184078,High LFM and dry wind. Fire behavior sluggish but a 25m spot occurred,,,,,2010,6997.394531,359.4679211
3495,2015,CA,,,POTRERO ,13714,2015/04/30 00:00:00+00,2015/04/30 00:00:00+00,9,8,1,2.744287,Cause = brush clearance,,,,,2010,16254.17578,563.6721792
3496,2015,CA,NPS,SMP,CORNELL,,2015/06/24 00:00:00+00,2015/06/24 00:00:00+00,14,8,1,0.008776683,"Car crashed into powerline pylon, knocked down, powerline started fire",,,,,2010,51.953125,34.0949251
3497,2015,CA,,,COUNTRY CLUB,,2015/07/03 00:00:00+00,2015/07/03 00:00:00+00,14,,,0.09397753,"Cause undet, maybe mower?",,,,,2010,558.939385,83.8083496
3498,2015,CA,,,118 FWY,,2015/06/04 00:00:00+00,2015/06/04 00:00:00+00,14,,,4.027377,Undetermined roadside start presumed human.,,,,,2010,24025.74128,549.4691704
3499,2015,CA,USF,SNF,WILLOW,1689,2015/07/25 00:00:00+00,2015/08/20 00:00:00+00,8,3,1,5701.341,corrected attributes for previously submitted fire,,{A6A5E399-E5D4-4033-A6A7-76F0A73A84B9},1689,,2010,36505304.75,47458.76028
3500,2015,CA,NPS,SMP,GRIFFITH PARK,,2015/09/05 00:00:00+00,2015/09/05 00:00:00+00,14,5,1,4.730207,,,,,,2010,28013.76953,874.5269462
3501,2015,CA,NPS,SMP,TEMESCAL,,2015/11/08 00:00:00+00,2015/11/08 00:00:00+00,14,4,1,1.193676,Cause undet. neighbors insist was homeless folks. ,,,,,2010,7051.808594,352.1162651
3502,2015,CA,NPS,SMP,LATIGO 2,1040,2015/12/11 00:00:00+00,2015/12/11 00:00:00+00,14,5,1,2.801698,"Leo RAWS: Winds 10 gusting25, temp58 RH40. Reported4ac GIS1.5ac",,{B89C6A85-3D83-4F8D-B312-3DF531B187CE},1040,,2010,16552.82422,1173.160187
3503,2015,CA,FWS,SOR,BRUCHARD,0,2015/10/07 00:00:00+00,2015/10/07 00:00:00+00,18,4,1,2.154247,K0KY,,,,,2010,12456.55469,516.5032299
3504,2015,CA,FWS,CLR,CLEAR,417,2015/07/05 00:00:00+00,2015/07/06 00:00:00+00,1,1,1,7.481536,JW7L,,{A331F906-EB73-419F-9DA0-3340AA254A1E},,,2010,54550.32031,1493.464047
3505,2014,CA,USF,BDF,ETIWANDA,6646,2014/04/30 00:00:00+00,,9,1,1,2141.841,,,,,,2010,12692947.09,26638.11081
3506,2014,CA,CDF,AEU,SAND,18237,2014/07/26 00:00:00+00,2014/07/30 00:00:00+00,10,1,1,4239.272,,,{5EFA8898-D56C-4F36-BD56-320E9E8340B9},,,2010,28110446.18,37705.98852
3507,2014,CA,CDF,BDU,KEOUGH,10406,2014/08/09 00:00:00+00,2014/08/20 00:00:00+00,14,1,1,18.15949,,,{CFD72ED9-0885-4FFC-B8BA-3B5A89DA642C},,,2010,116191.6016,1969.12734
3508,2014,CA,CDF,BDU,BRIDGES,4595,2014/04/19 00:00:00+00,2014/04/27 00:00:00+00,14,1,1,113.4199,,,,,,2010,728808.1289,4528.183758
3509,2014,CA,LRA,BTU,NELSON,13428,2014/09/18 00:00:00+00,2014/09/18 00:00:00+00,11,6,1,336.0759,,,,,,2010,2290947.004,6629.284498
3510,2014,CA,CDF,BTU,WEB,10700,2014/07/28 00:00:00+00,2014/08/27 00:00:00+00,2,1,1,377.856, ,,{04266B77-7726-40D5-8E09-49114417EA0A},,,2010,2606963.578,8040.48013
3511,2014,CA,CDF,FKU,MORGAN,7750,2014/06/09 00:00:00+00,2014/06/11 00:00:00+00,2,1,1,47.42393,,,{64946744-7D04-49BD-ACC3-41C212E6CD83},,,2010,301470.0352,4122.556487
3512,2014,CA,CDF,FKU,LAKE,1194,2014/01/25 00:00:00+00,2014/01/26 00:00:00+00,14,1,1,102.4423,,,,,,2010,648613.8203,4370.825441
3513,2014,CA,CDF,FKU,SYCAMORE,1407,2014/01/29 00:00:00+00,2014/01/29 00:00:00+00,14,1,1,12.41273,,,,,,2010,78819.89063,1434.310172
3514,2014,CA,CDF,FKU,HALL,7737,2014/06/09 00:00:00+00,2014/06/09 00:00:00+00,7,1,1,24.57085,,,{16E17170-435C-468D-B8CE-4061ADDDD0A7},,,2010,155162.5195,2237.909489
3515,2014,CA,CDF,HUU,BRIDGE,79,2014/01/04 00:00:00+00,2014/01/04 00:00:00+00,11,1,1,17.42052,,,,,,2010,121955.6484,1435.289257
3516,2014,CA,CDF,HUU,HOUSE,5783,2014/09/05 00:00:00+00,2014/09/06 00:00:00+00,7,1,1,24.68149,,,{6EDE5593-552F-4A3A-BACA-D0E0A6721674},,,2010,173041.3164,2063.325711
3517,2014,CA,CDF,HUU,MCLELLON,4858,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,14,1,1,10.14866,,,,,,2010,70855.01452,945.4148612
3518,2014,CA,CDF,HUU,PECWAN,4856,2014/08/01 00:00:00+00,2014/08/01 00:00:00+00,14,1,1,21.19531,,,,,,2010,152219.4414,2670.774088
3519,2014,CA,CDF,HUU,RED,81,2014/01/04 00:00:00+00,2014/01/08 00:00:00+00,5,1,1,332.1736,,,,,,2010,2348724.566,11625.18584
3520,2014,CA,CCO,KRN,COPUS,28982,2014/08/30 00:00:00+00,2014/08/30 00:00:00+00,14,2,1,12.18606,COUNTY #1428982,,,,,2010,73827.35156,1850.171602
3521,2014,CA,CCO,KRN,WAY,27597,2014/08/18 00:00:00+00,2014/08/22 00:00:00+00,14,2,1,3882.421,COUNTY #1427597 fed # 003148,,,,,2010,23897623.4,27234.84814
3522,2014,CA,CDF,LMU,DAY,3472,2014/07/30 00:00:00+00,2014/08/13 00:00:00+00,1,1,1,13150.67,,,{A586C5BA-616A-4F25-9945-BC6A18710677},,,2010,94236517.84,69253.82323
3523,2014,CA,CDF,MEU,BLUE (ALK 4-3),7216,2014/07/30 00:00:00+00,2014/08/31 00:00:00+00,1,5,1,20.26981,,,,,,2010,139314.5352,1390.512873
3524,2014,CA,CDF,MEU,PIETA,4414,2014/05/16 00:00:00+00,2014/05/24 00:00:00+00,9,5,1,13.59727,,,,,,2010,90957.14453,1261.111675
3525,2014,CA,CDF,MEU,NELSON,9162,2014/09/21 00:00:00+00,2014/09/29 00:00:00+00,14,5,1,71.98068,,,,,,2010,483612.4414,3050.74286
3526,2014,CA,CDF,MEU,LODGE,7202,2014/07/30 00:00:00+00,2014/09/18 00:00:00+00,1,2,1,12533.18,,LODGE COMPLEX,{3553091D-A69E-4296-9C6E-8A4BAF47F605},,,2010,85991479.23,55614.88641
3527,2014,CA,CDF,MEU,SHIMMINS,6440,2014/07/09 00:00:00+00,2014/07/15 00:00:00+00,2,5,1,26.36865,,,,,,2010,179565.7461,1747.392931
3528,2014,CA,CDF,MEU,SPRING,7139,2014/07/28 00:00:00+00,2014/08/16 00:00:00+00,14,5,1,20.75631,,,,,,2010,143248.8086,1874.247244
3529,2014,CA,CDF,MEU,BLACK,8882,2014/09/13 00:00:00+00,2014/10/02 00:00:00+00,2,2,1,403.2066,,,{9C23F2BB-E55B-4D1E-B6A1-1438CE74C47C},,,2010,2725382.777,10135.37536
3530,2014,CA,CDF,RRU,BOGART,59343,2014/06/06 00:00:00+00,2014/06/08 00:00:00+00,14,2,1,31.47281,,,{95A1FA12-1ACD-429D-8F31-9DE796F7F027},,,2010,185728.2773,2928.747996
3531,2014,CA,CDF,RRU,SABINA,76635,2014/07/23 00:00:00+00,2014/07/24 00:00:00+00,14,2,1,77.76864,,,{053C890F-F00D-4EB5-B57B-090B630BCB5D},,,2010,454758.2969,2893.805067
3532,2014,CA,CDF,RRU,SANTA,58492,2014/06/04 00:00:00+00,2014/06/05 00:00:00+00,10,1,1,13.35748,,,,,,2010,77941.44531,1679.503764
3533,2014,CA,CDF,RRU,GILLETTE,62708,2014/06/15 00:00:00+00,2014/06/15 00:00:00+00,14,1,1,10.03415,,,,,,2010,58739.28906,1067.375319
3534,2014,CA,CDF,RRU,MORONGO,62274,2014/06/14 00:00:00+00,2014/06/14 00:00:00+00,14,1,1,19.59998,,,{943CD7CA-A909-40BE-B5C2-E71686DE826E},,,2010,115657.6992,1896.158002
3535,2014,CA,CDF,SHU,BULLY,6248,2014/07/11 00:00:00+00,2014/07/23 00:00:00+00,10,7,1,12658.74,,,{521E9771-6DF7-4523-A996-A3FF2715CABA},,,2010,88582432.48,63464.92527
3536,2014,CA,CDF,SHU,OREGON,7763,2014/08/24 00:00:00+00,2014/08/30 00:00:00+00,10,7,1,460.5652,,,{C471F548-65EE-4CCA-BC80-F97F481B4865},,,2010,3250516.031,12006.74206
3537,2014,CA,CDF,SHU,GULCH,8322,2014/09/10 00:00:00+00,2014/09/12 00:00:00+00,10,1,1,1374.703,,,{5EA0C455-3F72-4677-8AF4-87D3D1D3CE64},,,2010,9692627.535,17745.17442
3538,2014,CA,CDF,SHU,CASSEL,6027,2014/07/05 00:00:00+00,2014/07/08 00:00:00+00,9,1,1,60.36771,,,{9B1A6B3B-6DB2-4382-ACD4-AFAF5551FCBC},,,2010,428708.418,3687.206576
3539,2014,CA,LRA,WED,BOLES,7064,2014/09/15 00:00:00+00,2014/09/20 00:00:00+00,7,1,1,516.2928,City of Weed,,,,,2010,3720461.758,22907.00003
3540,2014,OR,OTH,,OREGON GULCH,5589,2014/07/30 00:00:00+00,2014/08/13 00:00:00+00,1,7,1,35111.25,Oregon Department of Forestry,,,,,2010,257701300.5,91648.09441
3541,2014,CA,CDF,SLU,INDIANA,8226,2014/09/14 00:00:00+00,2014/09/14 00:00:00+00,4,1,1,10.2269,,,{FC96477C-990E-496E-AB58-8968F95926E6},,,2010,61842.29688,1501.535729
3542,2014,CA,CDF,SLU,TWITCHELL,389,2014/01/12 00:00:00+00,2014/01/12 00:00:00+00,11,1,1,21.94427,Downed powerlines due to high winds,,,,,2010,132624.1211,2479.137156
3543,2014,CA,CDF,MMU,HAIGH FIRE,10067,2014/06/10 00:00:00+00,2014/06/15 00:00:00+00,5,1,1,111.3319,,,{3EDDAFAD-3C76-4526-8F7D-71220B887B33},,,2010,721866.9453,6213.66692
3544,2014,CA,CDF,MMU,HUNTER FIRE,8974,2014/05/26 00:00:00+00,2014/06/04 00:00:00+00,14,1,1,690.982, ,,{84F7907B-38B1-421A-8665-4B827D76D054},,,2010,4467746.234,14483.76902
3545,2014,CA,CDF,MMU,VALLEY FIRE,9794,2014/06/06 00:00:00+00,2014/06/08 00:00:00+00,2,1,1,96.8939,,,{151AD33A-60B5-4906-A74A-9E1185BD60B2},,,2010,625719.0195,6427.658457
3546,2014,CA,CDF,MMU,COURTNEY FIRE,16429,2014/09/14 00:00:00+00,2014/09/22 00:00:00+00,5,1,1,290.9412, ,,{546E5E3D-3FEF-4528-BB3F-7EEF2AD93077},,,2010,1864775.125,8566.475969
3547,2014,CA,CDF,MMU,JUNCTION FIRE,14633,2014/08/18 00:00:00+00,2014/08/25 00:00:00+00,14,1,1,612.1556,,,{48763A2F-5660-4618-9F35-0F5C669257BA},,,2010,3927181.133,15675.09453
3548,2014,CA,CDF,MMU,BRIDGE FIRE,15818,2014/09/05 00:00:00+00,2014/09/14 00:00:00+00,10,1,1,270.0612,,,{631C7AAD-6156-44BA-813C-BD8D0907BAB9},,,2010,1737210.957,8794.358417
3549,2014,CA,CCO,SBC,MIGUELITO,5573,2014/05/13 00:00:00+00,2014/05/19 00:00:00+00,11,1,1,631.8137,tree branches blown into power lines,,,,,2010,3784197.02,13185.63944
3550,2014,CA,CDF,BEU,ENCINAL,1099,2014/03/19 00:00:00+00,2014/03/19 00:00:00+00,18,7,1,190.4012, ,,,,,2010,1199700.07,6309.78336
3551,2014,CA,CDF,BEU,SAN LUCAS,1631,2014/04/30 00:00:00+00,2014/05/02 00:00:00+00,18,1,1,55.33626, ,,,,,2010,343755.9727,3631.268527
3552,2014,CA,CDF,LNU,MONTICELLO,5465,2014/07/04 00:00:00+00,2014/07/12 00:00:00+00,9,3,1,6599.387,,,{E75D8CBD-754B-4CF5-8A60-ED51AD34F0D6},,,2010,43715292.93,38280.85923
3553,2014,CA,CDF,LNU,SARATOGA,7692,2014/09/03 00:00:00+00,2014/09/03 00:00:00+00,14,2,1,87.80218, ,,{DF60889C-5609-42F8-99E6-D9016600FBFF},,,2010,591810.7227,3890.968947
3554,2014,CA,CDF,LNU,NORMAN,4594,2014/06/12 00:00:00+00,2014/06/12 00:00:00+00,14,2,1,68.17542,,,,,,2010,450570.1836,3684.741094
3555,2014,CA,CDF,LNU,BOTTLE,3603,2014/04/29 00:00:00+00,2014/04/29 00:00:00+00,14,2,1,20.53575, ,,,,,2010,137553.7891,1663.163961
3556,2014,CA,CDF,LNU,PUTAH,4421,2014/06/08 00:00:00+00,2014/06/08 00:00:00+00,14,5,1,11.1012, ,,,,,2010,73490.57422,1832.671309
3557,2014,CA,CDF,LNU,31,6737,2014/08/09 00:00:00+00,2014/08/09 00:00:00+00,14,2,1,367.9901, ,,,,,2010,2439709.766,7550.036774
3558,2014,CA,CDF,LNU,SHADY,5080,2014/06/24 00:00:00+00,2014/06/24 00:00:00+00,14,5,1,21.58158, ,,,,,2010,142536.625,1998.217825
3559,2014,CA,CDF,LNU,LAKEVIEW,5991,2014/07/20 00:00:00+00,2014/07/20 00:00:00+00,14,6,1,24.13652, ,,,,,2010,163393.9219,1592.19842
3560,2014,CA,CDF,LNU,ESPARTO,4733,2014/06/14 00:00:00+00,2014/06/16 00:00:00+00,14,6,1,28.56152, ,,,,,2010,189778.3867,1762.978199
3561,2014,CA,USF,ANF,COLBY,231,2014/01/16 00:00:00+00,2014/01/21 00:00:00+00,4,7,1,1951.893,LAC #014099,,,,,2010,11564688.86,26912.34183
3562,2014,CA,USF,ANF,TECOLOTE,4034,2014/08/17 00:00:00+00,2014/09/14 00:00:00+00,9,4,1,268.8589,<Null>,,{8D8D0227-351E-415A-8E35-521E1332B7A1},,,2010,1596924.004,5892.855732
3563,2014,CA,USF,ANF,SHOEMAKER,3975,2014/08/14 00:00:00+00,2014/09/14 00:00:00+00,1,7,1,190.0584,<Null>,,{8868581C-AB38-42BE-98E2-D5320B22E308},,,2010,1128905.574,4299.907622
3564,2014,CA,USF,CNF,VIEWPOINT,1190,2014/05/03 00:00:00+00,2014/05/03 00:00:00+00,9,1,1,17.46472,<Null>,,,,,2010,100397.7734,1793.15044
3565,2014,CA,USF,CNF,GUN,599,2014/03/08 00:00:00+00,2014/03/09 00:00:00+00,9,1,1,270.0748,<Null>,,,,,2010,1551669.246,9492.632941
3566,2014,CA,USF,CNF,SILVERADO,2873,2014/09/12 00:00:00+00,2014/09/21 00:00:00+00,9,3,1,959.0129,<Null>,,{AD122498-E931-45A2-968C-6334D87DCA03},,,2010,5628922.57,12922.66801
3567,2014,CA,USF,ENF,KING,23461,2014/09/13 00:00:00+00,2014/10/10 00:00:00+00,7,3,1,97684.55,<Null>,,{F678E364-6462-4AB5-8830-EEAEE80F6653},,,2010,653652229.4,364390.0763
3568,2014,CA,USF,ENF,IRENE,23424,2014/09/14 00:00:00+00,2014/09/23 00:00:00+00,1,1,1,94.21658,,,{08655C16-BE01-448F-8764-A018A8FBD654},,,2010,625076.125,6402.126291
3569,2014,CA,USF,INF,BALL MOUNTAIN,1387,2014/09/21 00:00:00+00,2014/11/10 00:00:00+00,1,6,1,24.90845,<Null>,,{471085F3-0937-4E78-A2F5-BB1306CBC8AA},,,2010,154633.1836,1543.888557
3570,2014,CA,USF,INF,JUNE,1351,2014/09/16 00:00:00+00,2014/09/26 00:00:00+00,2,3,1,45.36808,<Null>,,{039A923A-F147-4141-8648-45C8D67A59AE},,,2010,294315.5039,3461.311572
3571,2014,CA,USF,TMU,CASCADE,1897,2014/09/28 00:00:00+00,2014/10/02 00:00:00+00,4,1,1,21.70495,<Null>,,,,,2010,145310.6758,3411.990739
3572,2014,CA,USF,LNF,CAMPBELL,27,2014/01/02 00:00:00+00,2014/01/10 00:00:00+00,4,1,1,864.9468,<Null>,,,,,2010,5982421.23,15942.12575
3573,2014,CA,USF,LNF,BALD,3479,2014/07/30 00:00:00+00,2014/08/15 00:00:00+00,1,7,1,39752.2,<Null>,,{A4CDC414-C3D1-4175-9CF3-DD0674AEE1EF},,,2010,281617429.9,115427.8777
3574,2014,CA,USF,LNF,EILER,3502,2014/07/31 00:00:00+00,2014/08/24 00:00:00+00,9,8,1,31995.22,<Null>,,{AC340050-5431-4BA0-AABF-997E321B9D97},,,2010,226121888.6,131216.7493
3575,2014,CA,USF,MDF,HOWARDS,143,2014/05/01 00:00:00+00,2014/06/04 00:00:00+00,6,1,1,44.96093,,,,,,2010,324505.0313,2763.444952
3576,2014,CA,USF,MDF,DOBIE,332,2014/07/01 00:00:00+00,2014/07/02 00:00:00+00,1,1,1,456.01,<Null>,MODOC JULY COMPLEX,{F1AA8381-D635-47AF-ADD3-8C5D0361E3AE},,H6WX,2010,3319999.16,13922.17032
3577,2014,CA,USF,MDF,NORTHERN ,335,2014/07/02 00:00:00+00,2014/07/03 00:00:00+00,1,1,1,117.4045,<Null>,MODOC JULY COMPLEX,,,H6WX,2010,854409.7266,7345.490254
3578,2014,CA,USF,MDF,LAKE,342,2014/07/02 00:00:00+00,2014/07/04 00:00:00+00,1,1,1,58.10084,<Null>,MODOC JULY COMPLEX,,,H6WX,2010,423180.6484,5256.164786
3579,2014,CA,USF,MDF,DALTON,347,2014/07/01 00:00:00+00,2014/08/20 00:00:00+00,1,1,1,641.467,<Null>,MODOC JULY COMPLEX,{FCFFC750-8696-4B0D-90BC-5DCB64F03BB4},,H6WX,2010,4664097.387,25146.84226
3580,2014,CA,USF,MDF,GULCH ,357,2014/07/03 00:00:00+00,2014/08/01 00:00:00+00,6,1,1,1397.349,Merged with GULCH2 #0358,MODOC JULY COMPLEX,{5FA3D1E9-830E-450D-B6CC-B288134362C5},,,2010,10082156.74,26547.56119
3581,2014,CA,USF,MDF,GULCH3,359,2014/07/03 00:00:00+00,2014/08/01 00:00:00+00,6,1,1,58.0403,<Null>,MODOC JULY COMPLEX,,,H6WX,2010,419003.9609,3409.594106
3582,2014,CA,USF,MDF,GULCH4,360,2014/07/03 00:00:00+00,2014/08/01 00:00:00+00,6,1,1,14.74375,<Null>,MODOC JULY COMPLEX,,,H6WX,2010,106457.4883,1631.199425
3583,2014,CA,USF,MDF,LITTLE ,795,2014/08/12 00:00:00+00,2014/09/18 00:00:00+00,1,1,1,100.7245,<Null>,,{23A394B2-0DC0-4567-BB71-7349F6C45E89},,,2010,727587.9766,4140.445437
3584,2014,CA,USF,MDF,MUD ,481,2014/07/20 00:00:00+00,2014/08/01 00:00:00+00,1,1,1,14.85617,,,{D7A81C3E-304E-47DB-B572-3E2AF9E2D4F1},,,2010,107249.2305,1550.794207
3585,2014,CA,USF,PNF,CHANCE,1223,2014/07/17 00:00:00+00,2014/07/18 00:00:00+00,1,4,1,28.6142,,,{32CE1EB0-1D48-4957-82CD-3E36C9909C15},,,2010,196854.3945,1780.0975
3586,2014,CA,USF,SQF,SHIRLEY,1850,2014/06/13 00:00:00+00,2014/06/13 00:00:00+00,9,8,1,2546.165,COUNTY #1418812,,{3FC5FE25-C208-4EE8-BB94-7ACA5B58AA41},,,2010,15658776.51,26023.61
3587,2014,CA,USF,SQF,NICOLLS,2381,2014/07/11 00:00:00+00,2014/07/11 00:00:00+00,9,8,1,1679.217,<Null>,,{2CCDA2BF-52B2-4616-9714-A9F85198D7E3},,,2010,10308705.66,18933.10835
3588,2014,CA,USF,SQF,RANCH,2142,2014/07/01 00:00:00+00,2014/07/01 00:00:00+00,9,8,1,69.25115,County #14021074 county says coll by air,,{DBF5EDDB-3403-48F8-876B-4227DE203936},,,2010,425831.3086,3257.020754
3589,2014,CA,USF,SQF,SODA,120,2014/01/13 00:00:00+00,2014/03/22 00:00:00+00,9,8,1,1423.232,,,,,,2010,8866919.16,24864.3553
3590,2014,CA,USF,SHF,DEER,2946,2014/09/23 00:00:00+00,2014/10/21 00:00:00+00,1,8,1,13.46691,<Null>,,{259709CA-1BE9-4FF4-8904-E42C68CB23D5},,,2010,95535.13281,2785.529821
3591,2014,CA,USF,SHF,WEST,1891,2014/07/01 00:00:00+00,2014/07/09 00:00:00+00,9,8,1,14.30474,<Null>,,{94B1FA00-5394-48D7-A20F-6E332C13BCE3},,,2010,99953.19922,2178.73056
3592,2014,CA,USF,SHF,LAKIN,2184,2014/07/15 00:00:00+00,2014/07/29 00:00:00+00,1,1,1,17.33459,<Null>,,{5500A958-A65B-4320-AA41-5112C94C9B41},,,2010,124686.5664,2578.927105
3593,2014,CA,USF,SHF,RAYS,2419,2014/07/28 00:00:00+00,2014/10/15 00:00:00+00,1,8,1,20.834,,JULY COMPLEX,{B1BE0563-D682-4717-9457-70E55F52255A},,5564,2010,148381.9531,2363.904895
3594,2014,CA,USF,SHF,SODA,1103,2014/04/19 00:00:00+00,2014/05/09 00:00:00+00,5,1,1,10.93429,<Null>,,,,,2010,78179.38672,1241.256556
3595,2014,CA,USF,SNF,FRENCH,1619,2014/07/27 00:00:00+00,2014/08/18 00:00:00+00,4,3,1,13831.64,<Null>,,{47C63FE9-1726-4840-B183-9335D91A9029},,,2010,88612906.75,74291.20122
3596,2014,CA,USF,SNF,BALD ROCK,59,2014/01/11 00:00:00+00,2014/02/10 00:00:00+00,9,1,1,13.86587,<Null>,,,,,2010,89255.66406,1678.440162
3597,2014,CA,USF,STF,MONTGOMERY,3543,2014/09/06 00:00:00+00,2014/09/11 00:00:00+00,3,1,1,78.53194,,,{F378B108-0CCC-4E2E-BFCE-F3E7A2E4F467},3543,,2010,507940.3711,4534.915814
3598,2014,CA,USF,TNF,WALKER,1611,2014/09/10 00:00:00+00,2014/10/12 00:00:00+00,9,1,1,12.36422,,,{8A43FE62-0FF2-40F0-9BD9-1CB7B18EE7B4},,,2010,83946.00391,1763.905453
3599,2014,CA,USF,TNF,HIRSCHDALE,1411,2014/08/18 00:00:00+00,2014/11/02 00:00:00+00,9,1,1,81.86262,,,{CEBC7F65-6049-4F01-AD35-EA7D9182F289},,,2010,555362.6133,3854.972937
3600,2014,CA,USF,TNF,ELEPHANT,1217,2014/07/29 00:00:00+00,2014/08/07 00:00:00+00,1,1,1,21.23305,,,{942A4909-CCC6-4F3A-8C3B-8212445CFBE0},,,2010,145287.125,1701.483561
3601,2014,CA,USF,TNF,HARDING,1215,2014/07/29 00:00:00+00,2014/11/03 00:00:00+00,1,1,1,63.1334,,,{9CB49618-0475-417A-A636-7CF93A5F350F},,,2010,431081.8086,5970.368917
3602,2014,CA,USF,BDF,EAGLE CANYON,13502,2014/10/12 00:00:00+00,2014/10/12 00:00:00+00,4,4,1,10.99211,,,{5338FD79-618F-4930-B952-6E82FF6660DB},,,2010,64554.78516,2187.936419
3603,2014,CA,USF,KNF,LITTLE DEER,5575,2014/07/30 00:00:00+00,2014/08/12 00:00:00+00,1,8,1,5499.707,<Null>,,{BAB49FDD-1156-49B7-A905-1B7209508217},,,2010,39923459.04,33708.92119
3604,2014,CA,USF,KNF,BEAVER,5497,2014/07/30 00:00:00+00,2014/10/08 00:00:00+00,1,7,1,32493.4,Merged with Cleghorn #5496,,{7E915F8D-4573-452B-915B-35850A954DA1},,,2010,237442299.6,184785.7298
3605,2014,CA,USF,KNF,LEEF,5443,2014/07/29 00:00:00+00,2014/07/29 00:00:00+00,1,8,1,16.63961,,JULY COMPLEX,{25EB25C4-1989-4824-9C9D-26B4F40C25C8},,5564,2010,119218.4023,2535.095821
3606,2014,CA,USF,KNF,LOG,5514,2014/07/30 00:00:00+00,2014/08/28 00:00:00+00,1,8,1,3636.853,,JULY COMPLEX,{C972D08B-D167-437F-921A-07968BC250F3},,,2010,26292428.05,31397.04435
3607,2014,CA,USF,KNF,WHITES,5511,2014/07/30 00:00:00+00,2014/09/25 00:00:00+00,1,8,1,33794.44,,JULY COMPLEX,{4D613068-92CE-4823-97BC-C9027090DF64},,,2010,242634135.7,175595.0805
3608,2014,CA,USF,KNF,JACKSON,6001,2014/08/11 00:00:00+00,2014/08/14 00:00:00+00,1,8,1,28.74288,,HAPPY CAMP COMPLEX,{B4F9BDC8-12C4-4617-9E08-D27828FDB25A},,5956,2010,209849.7891,2858.12775
3609,2014,CA,USF,KNF,SUTCLIFFE,6004,2014/08/11 00:00:00+00,2014/08/14 00:00:00+00,1,8,1,26.32586,,HAPPY CAMP COMPLEX,{FC4199BC-A8A9-49A5-AD6D-D53C418E84F5},,5956,2010,192683.0078,2002.923637
